he_displaced_threshold_ft,lighted,le_displaced_threshold_ft,le_elevation_ft,airport_ref,le_longitude_deg,surface,airport_ident,he_longitude_deg,width_ft,le_heading_degT,he_latitude_deg,length_ft,he_heading_degT,he_elevation_ft,id,le_ident,he_ident,le_latitude_deg,closed
,1,,,25849,-117.075,GRS,WN54,-117.068,60,28,47.7395,3800,208,,240782,01,19,47.7303,0
,0,500,,25850,,GOOD GRASS,WN55,,32,,,2400,,,251860,07,25,,0
,0,,,25851,,CONC,WN56,,50,,,50,,,269157,H1,,,0
,0,,,25852,,GRASS / SOD,WN57,,40,,,40,,,269158,H1,,,0
,0,,,25853,,CONC,WN58,,100,,,100,,,269159,H1,,,0
,0,,,25854,,ASPH,WN59,,25,,,1850,,,251322,14,32,,0
,0,,,25855,,TURF-DIRT,WN60,,60,,,500,,,251196,09,27,,0
,0,,,25856,,GRVL-DIRT-F,WN61,,15,,,900,,,248847,09,27,,0
,0,,,25857,,ASPH/ CONC,WN62,,50,,,50,,,269160,H1,,,0
,0,,,25858,,TURF,WN63,,100,,,1500,,,258121,18,36,,0
,0,,,25859,,GRVL,WN64,,60,,,2500,,,256329,16,34,,0
,0,,,25860,,ASPH-TRTD-P,WN65,,60,,,1400,,,255425,09,27,,0
,0,,,25861,,WATER,WN66,,2500,,,7250,,,257299,04,22,,0
,0,,,25862,,CONC,WN67,,46,,,46,,,269161,H1,,,0
,0,,,25863,,ASPH/ CONC,WN68,,60,,,60,,,269162,H1,,,0
,0,,,25864,,GRASS / SOD,WN69,,10,,,60,,,269163,H1,,,0
,0,,,25865,,CONC,WN70,,50,,,50,,,269164,H1,,,0
,0,,,25865,,CONC,WN70,,200,,,200,,,269165,H2,,,0
,0,,,25866,,ASPH/ CONC,WN71,,50,,,50,,,269166,H1,,,0
,0,,,25867,,TURF,WN72,,28,,,1700,,,249447,03,21,,0
,0,,,25868,,ASPH/ CONC,WN73,,72,,,72,,,269167,H1,,,0
,0,,,25869,,TURF,WN74,,30,,,2000,,,246737,16,34,,0
,0,,,25870,,TURF,WN75,,75,,,1200,,,249669,18,36,,0
,0,,,25871,,TURF-DIRT,WN76,,60,,,2100,,,255146,10,28,,0
,0,,,25872,,ASPH/ CONC,WN77,,60,,,60,,,269168,H1,,,0
,0,,,25873,,WOOD,WN79,,16,,,18,,,269169,H1,,,0
,0,,,25874,,TURF,WN80,,100,,,500,,,254274,E,W,,0
,0,,,25875,,ASPH/ CONC,WN81,,100,,,100,,,269170,H1,,,0
,0,,,25876,,CONC,WN82,,50,,,50,,,269171,H1,,,0
,0,,,25877,,GRASS / SOD,WN83,,30,,,30,,,269172,H1,,,0
,0,,,25878,,ASPH/ CONC,WN84,,200,,,200,,,269173,H1,,,0
,0,,,25879,,TURF,WN85,,70,,,2000,,,249614,09,27,,0
,0,,,25880,,TURF,WN86,,60,,,3800,,,255157,18,36,,0
,0,,,25881,,TURF,WN87,,60,,,1000,,,251464,10,28,,0
,0,,,25882,,TURF-G,WN88,,150,,,2700,,,251217,16,34,,0
,0,,,25883,,TURF-DIRT,WN89,,60,,,1400,,,246666,17,35,,0
,0,,,25884,,TURF,WN90,,250,,,1800,,,256586,06,24,,0
,0,,,25884,,WATER,WN90,,150,,,4500,,,256587,06W,24W,,0
,0,,,25885,,CONC,WN91,,50,,,50,,,269174,H1,,,0
,0,,,25886,,TURF-G,WN92,,100,,,3300,,,256125,16,34,,0
,0,,,25887,,CONC,WN93,,30,,,40,,,269175,H1,,,0
,0,,,25888,,CONC,WN94,,45,,,70,,,269176,H1,,,0
,0,,,25889,,GRVL,WN95,,80,,,2400,,,251689,09,27,,0
,0,,,25890,,CONC,WN96,,10,,,12,,,269177,H1,,,0
,0,,,25891,,CONC,WN97,,60,,,60,,,269178,H1,,,0
,0,,,25892,,TURF,WN98,,60,,,3000,,,258180,09,27,,0
,0,,,25893,,TURF,WN99,,60,,,1000,,,251599,18,36,,0
,0,,,309968,,,WNU,,,,,1525,,,313139,05,23,,0
,0,500,96,26880,125.286,ASP,WPDB,125.288,98,167.4,-9.30796,3448,347.4,53,239229,16,34,-9.29866,0
,1,201,17,26881,125.517,ASP,WPDL,125.533,98,77.2,-8.5447,6065,257.2,25,239231,08,26,-8.54841,0
,1,,1692,26882,126.392,ASP,WPEC,126.406,182,142,-8.4944,8233,322,1777,239230,14,32,-8.47647,0
,0,,,35139,,,WPFL,,39,,,1969,,,310230,02,20,,0
,0,,,35138,,Grass,WPOC,,85,,,3609,,,310241,08,26,,0
,0,,,41475,,ASP,WRKA,,98,,,3937,,,310242,08,26,,0
,0,,,41478,,ASP,WRKL,,75,,,2953,,,310496,10,28,,0
,0,,,41481,,ASP,WRKR,,98,,,5413,,,327776,03,21,,0
,0,,,41483,,Asphalt/Grass,WRLA,,75,,,2585,,,311004,02,20,,0
,0,,,35279,,ASP,WRLB,,75,,,2953,,,310510,04,22,,0
200,1,195,62,30806,117.474,asphalt,WRLC,117.479,75,39.3,0.1248,3350,219.3,42,271013,04,22,0.1185,0
,0,,,35281,,ASPHALT,WRLF,,75,,,3609,,,271014,13,31,,0
,0,,,41487,,Grass/Clay,WRLN,,49,,,1444,,,310511,18,36,,0
,0,,,35278,,ASP,WRLP,,75,,,2620,,,310509,17,35,,0
,0,,,41489,,Compacted sand,WRLW,,66,,,2297,,,310601,10,28,,0
,0,,34,41490,117.145,ASP,WRLY,117.149,66,34,-0.9743,2461,214,35,311156,03,21,-0.97988,1
1000,0,1000,,25895,,WATER,WS01,,175,,,7800,,,254790,12,30,,0
,0,,,25896,,TURF,WS02,,50,,,2020,,,251065,N,S,,0
,0,,,25897,,CONC,WS03,,20,,,20,,,269179,H1,,,0
,0,,,25898,,TURF,WS04,,75,,,2000,,,248224,NE,SW,,0
,0,,,25899,,TURF,WS05,,60,,,1820,,,251821,13,31,,0
,0,,,25900,,TURF,WS06,,60,,,2000,,,254919,01,19,,0
,0,,,25901,,CONC,WS07,,150,,,160,,,269180,H1,,,0
,0,,,25903,,TURF,WS09,,100,,,2200,,,257814,04,22,,0
,0,600,,25904,,TURF,WS10,,50,,,2000,,,252866,09,27,,0
,0,,,25905,,TURF-G,WS11,,25,,,2050,,,253024,09,27,,0
,0,,,25906,,TURF,WS12,,50,,,1978,,,255049,N,S,,0
500,0,,,25907,,TURF,WS13,,200,,,2100,,,252814,05,23,,0
,0,,,25907,,WATER,WS13,,200,,,10000,,,252815,05W,23W,,0
,0,,,25907,,TURF,WS13,,150,,,1000,,,252816,09,27,,0
,0,,,25907,,TURF,WS13,,200,,,3000,,,252817,14,32,,0
,0,,,25908,,TURF,WS14,,50,,,1200,,,251437,08,26,,0
460,0,,,25908,,TURF,WS14,,40,,,1000,,,251438,18,36,,0
,0,,,25909,,TURF-G,WS15,,150,,,2000,,,249571,08,26,,0
,0,,,25910,,TURF,WS16,,60,,,2525,,,253480,09,27,,0
,0,,,25911,,TURF,WS17,,80,,,2200,,,256167,13,31,,0
,0,,,25912,,ASPH/ CONC,WS18,,60,,,60,,,269181,H1,,,0
300,0,350,,25913,,TURF,WS19,,90,,,2000,,,257103,18,36,,0
,0,,905,25914,-90.6742,GRVL,WS20,-90.6617,60,108.8,43.9547,4100,288.8,918,240868,11,29,43.9578,0
,0,,,25915,,ASPH,WS21,,60,,,65,,,269182,H1,H1,,0
30,0,100,,25916,,TURF,WS22,,60,,,1700,,,252622,12,30,,0
,0,,,25917,-89.7497,TURF,WS23,-89.7447,60,120,45.2151,1500,300,,240230,12,30,45.2171,0
,0,,,25918,,WATER,WS24,,500,,,5000,,,255643,09W,27W,,0
,0,,,25918,,WATER,WS24,,500,,,5000,,,255644,14W,32W,,0
,1,,,25919,,TURF,WS25,,100,,,2400,,,255801,12,30,,0
,0,,,25920,,TURF,WS26,,30,,,1300,,,253261,18,36,,0
,0,,,25921,,CONC,WS27,,100,,,100,,,269183,H1,,,0
,0,,,25922,,TURF,WS28,,100,,,1700,,,249824,10,28,,0
,0,,,25923,,TURF,WS29,,75,,,2200,,,249479,10,28,,0
100,0,200,,25924,,TURF,WS30,,70,,,702,,,246552,18,36,,0
,0,,,25926,,TURF,WS32,,70,,,1900,,,250278,09,27,,0
,0,,,25927,,TURF,WS33,,50,,,2000,,,254620,09,27,,0
,0,,,25928,,ASPH,WS34,,60,,,60,,,269184,H1,H1,,0
,0,,,25929,,CONC,WS35,,40,,,40,,,269185,H1,,,0
300,0,500,,25930,,TURF,WS36,,50,,,1900,,,246487,09,27,,0
,0,,,25931,,ASPH/ CONC,WS37,,100,,,100,,,269186,H1,,,0
,0,,,25932,,ASPH,WS38,,60,,,62,,,269187,H1,H1,,0
,0,800,,25933,,TURF,WS39,,70,,,2722,,,256023,15,33,,0
,0,,,25934,,ASPH,WS40,,50,,,50,,,269188,H1,H1,,0
,0,,,25935,,TURF,WS41,,30,,,1500,,,257557,18,36,,0
,0,,,25936,,TURF,WS42,,100,,,2600,,,247510,E,W,,0
,0,,,25937,-88.0637,TURF,WS43,-88.0532,50,80,44.3563,2800,260,,244763,08,26,44.3548,0
,0,,,25939,,TURF,WS45,,60,,,1900,,,255059,09,27,,0
,1,,,25940,,TURF,WS46,,80,,,2000,,,254443,09,27,,0
,0,,,25941,,CONC,WS47,,50,,,50,,,269189,H1,,,0
,0,,,25942,,ASPH,WS48,,44,,,44,,,269190,H1,H1,,0
,0,,,25943,,TURF,WS49,,85,,,1927,,,246432,05,23,,0
,1,,,25944,,CONC,WS50,,40,,,40,,,269191,H1,H1,,0
,1,,1068,25945,-90.6875,ASP,WS51,-90.6742,72,109,43.3511,3800,289,1068,242081,11,29,43.3544,0
,0,,,25946,,ASPH,WS52,,100,,,100,,,269192,H1,H1,,0
,0,,,25947,,CONC,WS53,,50,,,50,,,269194,H1,,,0
,0,,,25947,,ALUM,WS53,,50,,,50,,,269193,H2,,,0
,0,,,25948,,ASPH,WS54,,25,,,25,,,269195,H1,H1,,0
,0,1000,,25949,,TURF,WS55,,100,,,2650,,,254726,18,36,,0
,0,,,25950,,CONC,WS56,,30,,,30,,,269196,H1,,,0
,0,,,25951,,TURF,WS57,,100,,,100,,,269197,H1,H1,,0
,0,,,25952,,ASPH/ CONC,WS58,,300,,,300,,,269198,H1,,,0
,0,,,25953,,ASPH,WS59,,60,,,60,,,269199,H1,H1,,0
,0,,,25955,,ASPH,WS61,,100,,,160,,,269200,H1,H1,,0
,1,,,25956,,TURF,WS62,,90,,,1600,,,253681,09,27,,0
,0,,,25957,,ASPH,WS63,,60,,,60,,,269201,H1,H1,,0
,0,,,25958,,WATER,WS64,,500,,,5600,,,255397,06,24,,0
,0,,,25959,,ASPH,WS65,,66,,,66,,,269202,H1,H1,,0
,0,,,25960,,ASPH/ CONC,WS66,,50,,,50,,,269203,H1,,,0
700,0,700,,25961,,TURF,WS67,,80,,,2000,,,250941,16,34,,0
,0,,,25962,,TURF-G,WS68,,60,,,1950,,,251431,17,35,,0
,0,,,25963,,TURF,WS69,,75,,,1300,,,251960,09,27,,0
,0,,,25963,,TURF,WS69,,60,,,2500,,,251961,18,36,,0
,0,,,25964,,ASPH,WS70,,60,,,60,,,269204,H1,H1,,0
,0,,,25965,,TURF,WS71,,70,,,2600,,,256200,09,27,,0
,0,,,25966,,TURF,WS72,,70,,,1850,,,252237,18,36,,0
,0,,,25967,,ASPH,WS73,,75,,,75,,,269205,H1,H1,,0
,0,,,25968,,TURF,WS74,,50,,,1550,,,253978,01,19,,0
,0,,,25969,,CONC,WS75,,40,,,40,,,269206,H1,,,0
400,0,,,25970,,TURF,WS76,,40,,,2250,,,253251,09,27,,0
,0,,,25971,,TURF,WS77,,96,,,2215,,,257671,09,27,,0
440,0,288,,25972,,TURF,WS78,,120,,,1610,,,251452,02,20,,0
,0,,,25973,,ASPH,WS79,,40,,,40,,,269207,H1,H1,,0
,0,,,25974,,TURF,WS81,,100,,,1500,,,255198,18,36,,0
,0,,,25975,,WATER,WS82,,400,,,3600,,,252206,09W,27W,,0
,0,,,25975,,WATER,WS82,,400,,,4200,,,252207,16W,34W,,0
100,0,,,45914,,GRVL,WS87,,50,,,1400,,,264614,18,36,,0
,0,,,25976,,TURF-G,WS91,,50,,,3000,,,253151,11,29,,0
,0,,,25977,-89.7674,TURF,WS96,-89.7673,75,179,42.6186,1600,359,,240253,18,36,42.623,0
,1,,,25978,,TURF,WS98,,60,,,60,,,269208,H1,H1,,0
,0,,,309970,,,WSA,,,,,2000,,,313136,05,23,,0
770,0,500,,26883,103.804,ASP,WSAG,103.815,100,42.8,1.43014,6255,222.8,,238864,04,22,1.41749,0
200,1,200,,26883,103.813,ASP,WSAG,103.819,100,47,1.42973,3400,227,,238865,05,23,1.42334,0
,1,,43,26884,103.903,ASP,WSAP,103.916,200,22.9,1.37617,12401,202.9,65,238860,02,20,1.34464,0
,0,,,26885,103.699,ASP,WSAT,103.7,66,9.6,1.39313,2258,189.6,,238861,01,19,1.38689,0
,1,,50,26885,103.71,ASP,WSAT,103.708,148,185,1.37488,8999,5,50,238862,18,36,1.39964,0
,0,,,26885,103.709,GRS,WSAT,103.709,236,184.7,1.38027,1155,4.7,,238863,18R,36L,1.38342,0
,0,,,25979,,WATER,WSB,,2000,,,6000,,,256046,N,S,,0
,0,,,25980,,WATER,WSJ,,2000,,,10000,,,256282,N,S,,0
,0,500,,25981,,GRAVEL-P,WSM,,30,,,2000,,,257835,02,20,,0
,1,,36,26886,103.863,ASP,WSSL,103.871,151,33,1.42247,6023,213,10,238869,03,21,1.41044,0
,1,,15,26887,103.985,ASP,WSSS,103.999,197,23,1.36213,13123,203,15,238866,02C,20C,1.3288,0
2429,1,,22,26887,103.978,ASP,WSSS,103.992,197,23,1.38241,13123,203,14,238868,02L,20R,1.34897,0
,1,,16,26887,104,ASP,WSSS,104.014,197,23,1.35568,13123,203,15,238867,02R,20L,1.32239,0
,1,,,45891,,CONC,WT00,,40,,,40,,,264700,H1,H1,,0
,0,,,45894,,ASPH-GRVL,WT01,,26,,,2800,,,264570,15,33,,0
,0,,,45892,,ASPH,WT02,,54,,,54,,,264632,H1,H1,,0
,0,,1210,45915,,ASPH-G,WT03,,40,199,,1889,19,1208,264595,18,36,,0
,0,,,322932,,Turf,WT04,,24,,,2500,,,322933,3,21,,0
,1,,,45917,,ASPH-CONC-G,WT22,,62,,,62,,,264635,H1,H1,,0
,0,,,322929,,Asphalt/Turf,WT24,,150,,,600,,,322930,18,36,,0
,0,,,45896,,ASPH,WT28,,120,,,120,,,264633,H1,H1,,0
,1,,,45902,,WATER,WT33,,2000,,,10000,,,264515,06W,24W,,0
,0,,,45887,,CONC,WT34,,30,,,30,,,264701,H1,H1,,0
,0,,,45899,,TURF,WT44,,50,,,1300,,,264519,07,25,,0
,0,,,45916,,TURF-G,WT77,,20,,,1200,,,264520,07,25,,0
,0,,,45893,,CONC-GRVL-G,WT88,,20,,,1680,,,264479,02,20,,0
,1,,,336110,,,WUZ,,,,,8202,,,345548,04,22,,0
,0,,,25983,,TURF-G,WV00,,60,,,3300,,,248379,04,22,,0
,0,,,25984,,TURF-DIRT,WV01,,150,,,1300,,,257513,07,25,,0
,0,,,25984,,TURF,WV01,,200,,,1500,,,257514,16,34,,0
,0,,,25985,,CONC,WV02,,28,,,28,,,270874,H1,,,0
,0,,,25986,,TURF,WV03,,100,,,100,,,270875,H1,,,0
,0,,,25987,,ASPH,WV04,,40,,,40,,,270876,H1,,,0
,0,,,25988,,CONC,WV05,,35,,,35,,,270877,H1,,,0
,0,,,25989,,TURF-GRVL,WV06,,50,,,2650,,,256758,02,20,,0
,0,,,25990,,CONC,WV07,,50,,,80,,,270878,H1,,,0
,0,,,25991,,TURF,WV08,,200,,,1800,,,250890,NW,SE,,0
,0,,,25992,,ASPH-G,WV09,,50,,,1900,,,249435,09,27,,0
,1,,,25994,,ASPH,WV11,,30,,,1250,,,253006,07,25,,0
,0,,,25995,,ASPH,WV12,,24,,,2000,,,255861,15,33,,0
,0,,,25996,,CONC,WV13,,22,,,22,,,269209,H1,,,0
,0,,,25997,,CONC,WV14,,26,,,26,,,269210,H1,,,0
,0,,,25998,,TURF,WV15,,90,,,2300,,,251020,09,27,,0
,0,,,25999,,ASPH-CONC,WV16,,60,,,60,,,269211,H1,H1,,0
,0,,,26000,,TURF-DIRT,WV17,,60,,,2000,,,252198,01,19,,0
,0,,,26001,,TURF,WV18,,130,,,1700,,,254261,15,33,,0
,0,,,26002,,TURF,WV19,,90,,,2100,,,256515,18,36,,0
,0,,,26003,,CONC,WV20,,20,,,20,,,269212,H1,H1,,0
,0,,,26004,,TURF-F,WV21,,75,,,2000,,,247081,02,20,,0
300,0,,,26005,,TURF-G,WV22,,100,,,2600,,,248310,03,21,,0
,0,,1014,26006,-80.4707,ASPH-P,WV23,-80.4687,50,10,39.0957,3195,190,1000,248729,01,19,39.0871,0
,0,,,26009,,ASPH,WV26,,60,,,150,,,269213,H1,H1,,0
,1,,,26010,,CONC,WV27,,40,,,40,,,269214,H1,H1,,0
,0,,,26011,,TURF,WV28,,60,,,1315,,,248417,04,22,,0
,1,,,26012,,ASPH,WV29,,40,,,2800,,,255695,08,26,,0
,0,,,26013,,TURF-G,WV30,,75,,,3300,,,252903,17,35,,0
,0,,,26014,,ASPH,WV31,,60,,,120,,,269215,H1,H1,,0
,1,,,26015,,ASPH-F,WV32,,24,,,2950,,,247274,04,22,,0
,0,,,26017,,CONC,WV34,,50,,,50,,,269216,H1,,,0
,0,,,26018,,WATER,WV35,,500,,,5000,,,257946,09W,27W,,0
,0,,,26019,,ASPH,WV36,,60,,,60,,,269217,H1,H1,,0
,0,,,26020,,WATER,WV37,,500,,,5000,,,253185,01W,19W,,0
,0,,,26021,,WATER,WV38,,500,,,5000,,,248798,11W,29W,,0
,0,,,26022,,WATER,WV39,,500,,,5000,,,257220,13W,31W,,0
,0,,,26023,,WATER,WV40,,500,,,5000,,,247790,04W,22W,,0
,0,,,26024,,WATER,WV41,,500,,,5000,,,250480,07,25,,0
,0,,,26025,,WATER,WV42,,500,,,5000,,,247826,06,24,,0
,0,,,26026,,WATER,WV43,,500,,,5000,,,257199,02,20,,0
,0,,,26027,,WATER,WV44,,500,,,5000,,,254944,17,35,,0
,0,,,26028,,ASPH,WV45,,60,,,60,,,269218,H1,H1,,0
,0,,,26029,,WATER,WV46,,500,,,5000,,,248722,18,36,,0
,0,,,26030,-80.2173,ASP,WV47,-80.2038,30,100,39.1346,3900,280,,242086,10,28,39.1365,0
,0,,,26031,,ASPH,WV48,,64,,,64,,,269219,H1,H1,,0
,0,,,26033,,CONC,WV50,,45,,,45,,,269220,H1,,,0
,0,,,26034,,CONC,WV51,,40,,,40,,,269221,H1,,,0
,0,,,26035,-79.8311,ASPH,WV52,-79.8205,50,120,38.4282,3500,300,,244845,12,30,38.433,0
,0,,,26036,,TURF,WV53,,40,,,1400,,,247405,07,25,,0
,0,,,26037,,CONC,WV54,,20,,,20,,,269222,H1,,,0
,1,,,26038,,ROOF-TOP,WV56,,45,,,45,,,269223,H1,H1,,0
,0,,,26039,,TURF,WV57,,60,,,1800,,,251412,01,19,,0
,0,,,26040,,CONC,WV58,,40,,,40,,,269224,H1,,,0
62,1,97,,26041,,ASPH-G,WV59,,20,,,2010,,,254350,03,21,,0
,0,,,26042,,ASPH,WV60,,12,,,16,,,269225,H1,H1,,0
,0,,,26043,,TURF,WV61,,50,,,1000,,,246499,03,21,,0
,1,,,26044,-79.4355,ASPH,WV62,-79.4273,40,51.1,39.0577,3000,231.1,,242220,06,24,39.0525,0
,0,,,26045,,TURF-G,WV63,,100,,,1450,,,251951,NE,SW,,0
,0,,,26047,,TURF-G,WV65,,60,,,1900,,,256631,06,24,,0
,0,,,26048,,TURF,WV66,,100,,,2600,,,249106,01,19,,0
,0,,,26049,,TURF,WV67,,18,,,1800,,,252589,04,22,,0
,0,,,26051,,CONC,WV69,,20,,,20,,,269226,H1,,,0
,0,,,26052,,TURF,WV70,,90,,,2400,,,255030,18,36,,0
,0,,,26053,,TURF-G,WV71,,100,,,1500,,,247012,06,24,,0
,0,,,26054,,ASPH-CONC-G,WV72,,50,,,50,,,269227,H1,H1,,0
,0,,,26055,,CONC-G,WV73,,60,,,60,,,269228,H1,H1,,0
,0,,,26056,,ASPH-G,WV74,,50,,,50,,,269229,H1,H1,,0
,0,,,26057,,CONC-G,WV75,,30,,,30,,,269230,H1,H1,,0
,1,,,26058,,ASPH-G,WV76,,30,,,1730,,,249497,16,34,,0
,0,,,26059,,TURF-G,WV77,,25,,,2700,,,256391,10,28,,0
,1,,,26060,,ASPH,WV78,,60,,,60,,,269231,H1,H1,,0
,0,,6,26061,,WATER,WWT,,400,,,5000,,6,248790,E,W,,0
,0,,4576,26062,-107.388,ASPH,WY00,-107.371,75,,43.965,5000,,4732,258031,10,28,43.9704,0
,1,,,26063,,TURF-DIRT,WY01,,60,,,2600,,,252141,06,24,,0
,0,,,26064,,TURF,WY02,,100,,,2600,,,250689,13,31,,0
,0,,,26065,,ASPH,WY03,,45,,,75,,,269232,H1,H1,,0
,0,,,26066,,CONC,WY04,,60,,,60,,,269233,H1,,,0
,0,,,26067,,TURF,WY05,,70,,,3900,,,250657,08,26,,0
,0,,,26068,,DIRT-GRVL,WY06,,50,,,2400,,,246740,08,26,,0
,1,,,26069,,TURF,WY07,,60,,,3665,,,250200,03,21,,0
,1,,,26069,,TURF,WY07,,60,,,2770,,,250201,07,25,,0
,1,,,26069,,TURF,WY07,,60,,,4000,,,250202,17,35,,0
,0,,,26070,,CONC,WY08,,60,,,60,,,269234,H1,,,0
,0,,,26071,,TURF-GRVL,WY09,,100,,,3300,,,248672,NW,SE,,0
,0,,,26073,,ASPH,WY11,,50,,,5700,,,250196,NW,SE,,0
,0,,,26074,,TURF,WY12,,75,,,1300,,,248681,03L,21R,,0
,0,,,26074,,TURF,WY12,,75,,,2980,,,248682,03R,21L,,0
,0,,,26074,,TURF,WY12,,100,,,2470,,,248683,10,28,,0
,0,,,26074,,TURF,WY12,,75,,,1200,,,248684,12,30,,0
,0,,,26075,,TURF,WY13,,60,,,2250,,,250117,N,S,,0
,0,,,26075,,TURF,WY13,,60,,,4700,,,250115,NEL,SWR,,0
,0,,,26075,,TURF,WY13,,60,,,1800,,,250116,NER,SWL,,0
,0,,,26075,,TURF,WY13,,60,,,2000,,,250118,NW,SE,,0
,0,,,26076,,DIRT,WY14,,60,,,3000,,,258041,11,29,,0
,0,,,26077,,DIRT-P,WY15,,75,,,1000,,,257918,08,26,,0
,0,,,26077,,DIRT-P,WY15,,75,,,1000,,,257919,13,31,,0
,0,,,26078,,TURF,WY16,,50,,,3400,,,255074,06,24,,0
,0,,,26078,,TURF,WY16,,50,,,2000,,,255075,12,30,,0
,0,,,26079,,TURF,WY17,,75,,,3100,,,252974,08,26,,0
,0,,,26080,,DIRT,WY18,,35,,,5000,,,254862,NW,SE,,0
,0,,,26081,,TURF-G,WY19,,200,,,4100,,,254239,E,W,,0
,0,,,26081,,TURF-F,WY19,,150,,,1700,,,254240,N,S,,0
,0,,,26082,,CONC,WY20,,60,,,60,,,269235,H1,,,0
,1,,,26083,,CONC,WY21,,80,,,100,,,269236,H1,H1,,0
,0,,,26084,,DIRT,WY22,,30,,,2000,,,258102,03,21,,0
,0,,,26085,,DIRT,WY23,,30,,,2000,,,256793,01,19,,0
,1,,,26086,,CONC-G,WY24,,40,,,40,,,269237,H1,H1,,0
,0,,,26087,,TURF,WY25,,38,,,2000,,,252578,12,30,,0
,0,,,26088,,CONC,WY26,,35,,,35,,,269238,H1,,,0
,0,,,26089,,TURF,WY27,,60,,,3100,,,257942,08,26,,0
,0,,,26090,,CONC,WY28,,42,,,42,,,269239,H1,,,0
,0,,,26091,,GRVL,WY29,,60,,,4000,,,254351,06,24,,0
,0,,,26092,,TURF-DIRT,WY30,,60,,,3450,,,256084,NW,SE,,0
,0,,,26093,,TURF-DIRT,WY31,,75,,,1800,,,246572,NW,SE,,0
,1,,7470,26094,-110.292,ASPH,WY33,-110.264,75,83,42.8182,7500,263,,240644,07,25,42.8157,0
,0,,,26095,,DIRT,WY34,,60,,,3200,,,257216,14,32,,0
,0,,,26096,,CONC,WY35,,40,,,40,,,269240,H1,,,0
,0,,,26097,,DIRT,WY36,,60,,,2500,,,258081,07,25,,0
,0,,,26098,,TURF,WY37,,50,,,1900,,,251912,14,32,,0
,0,,5277,26099,,TURF,WY38,,50,,,3300,,,251569,04,22,,0
,0,,,26100,,GRAVEL,WY39,,60,,,5400,,,246747,15,33,,0
,0,,,26101,,CONC,WY40,,48,,,48,,,269241,H1,,,0
,0,,,26102,,DIRT,WY41,,40,,,4000,,,246956,08,26,,0
,0,,,26103,,TURF-G,WY42,,80,,,5000,,,248520,02,20,,0
,0,,,346209,,Turf,WY44,,35,,,2500,,,346210,13,31,,0
,0,,,346209,,Turf,WY44,,35,,,2500,,,346211,16,34,,0
,0,,,26104,,TURF,WY45,,650,,,1950,,,257303,07,25,,0
,0,,,26105,,CONC,WY46,,60,,,60,,,269242,H1,,,0
,0,,,26106,,CONC,WY47,,45,,,60,,,269243,H1,,,0
,0,,,26107,,CONC,WY49,,50,,,50,,,269244,H1,,,0
,0,,,26108,,CONC,WY50,,60,,,60,,,269245,H1,,,0
,1,,,26110,,ASPH-F,WY52,,70,,,70,,,269246,H1,H1,,0
,0,,,26111,,TURF,WY55,,45,,,2500,,,248325,14,32,,0
,0,,,26112,,CONC,WY57,,60,,,60,,,269247,H1,,,0
,0,,,26113,,GRAVEL,WY59,,50,,,4800,,,251631,17,35,,0
,0,,,26114,,TURF,WY60,,40,,,2200,,,255702,04,22,,0
,0,,,26115,,GRVL,WY61,,75,,,4600,,,247801,NE,SW,,0
,0,,,26116,,CONC,WY62,,20,,,30,,,269248,H1,,,0
,0,,,26117,,DIRT,WY64,,200,,,2640,,,252827,N,S,,0
,0,,,26118,,TURF,WY65,,40,,,2400,,,251111,09,27,,0
,0,,,26119,,TURF,WY66,,75,,,3600,,,254388,08,26,,0
,0,,,26120,,CONC,WY67,,40,,,40,,,269249,H1,,,0
,0,,,26121,,CONC,WY68,,60,,,80,,,269250,H1,,,0
,1,,,4756,-93.3653,ASP,X-MMTG,-93.342,148,97.4,16.7697,8220,277.4,,237704,09,27,16.7726,0
,0,,,4756,-93.3413,ASP,X-MMTG,-93.3372,98,162.3,16.7567,4922,342.3,,237705,16,34,16.7693,0
200,1,200,86,5733,123.015,ASP,X-RPVB,123.023,148,30,10.784,6569,210,84,238461,03,21,10.7692,0
,0,,,24745,,ASPH/ CONC,X-TA37,,80,,,80,,,268814,H1,,,0
,1,,,26122,-81.3921,ASPH-TURF-G,X01,-81.3884,60,,25.846,2400,,,253254,15,33,25.8517,0
250,1,315,130,26123,-95.8407,TURF-G,X09,-95.8403,100,178,29.6855,3352,358,130,250443,17,35,29.6947,0
285,1,144,,26124,-81.6517,ASPH-G,X23,-81.6522,50,,28.9198,2290,,,253554,18,36,28.9261,0
250,1,120,,26125,-81.6017,TURF-G,X25,-81.6012,50,,27.9506,2313,,,257056,18,36,27.957,0
,1,457,,26126,-90.7886,ASPH-G,X33,-90.7803,57,,36.6949,2560,,,254810,07,25,36.6928,0
,0,,14,26127,-82.377,TURF-F,X36,-82.3697,120,,26.9877,2040,,15,257845,12,30,26.9917,0
,0,,,26128,,WATER,X44,,600,,,15000,,,246760,NW,SE,,0
200,1,,,26130,,TURF-F,X52,,150,,,3120,,,251031,18,36,,0
108,1,540,,26131,-81.6302,TURF-F,X55,-81.63,80,,28.8389,3200,,,247197,18,36,28.8477,0
570,0,600,,26132,,TURF-G,X61,,150,,,3300,,,248663,09,27,,0
,0,,,26134,,ASPH-F,X64,,50,,,2000,,,250573,10,28,,0
