he_displaced_threshold_ft,lighted,le_displaced_threshold_ft,le_elevation_ft,airport_ref,le_longitude_deg,surface,airport_ident,he_longitude_deg,width_ft,le_heading_degT,he_latitude_deg,length_ft,he_heading_degT,he_elevation_ft,id,le_ident,he_ident,le_latitude_deg,closed
,0,,,15763,,TURF,9IS9,,70,,,2100,,,247620,08,26,,0
,1,,,15764,,TURF-G,9K0,,155,,,2300,317.5,,248139,17,35,,0
300,0,,,15767,-93.0758,TURF-F,9K5,-93.0698,132,,39.2318,2455,224,,256230,04,22,39.2269,0
,0,,,15768,,TURF-G,9K6,,60,,,1800,,,248364,18,36,,0
233,0,,,15769,,TURF-DIRT,9KS0,,100,,,200,1.2,,266830,H1,,,0
,0,,,15770,,TURF,9KS1,,60,,,2600,,,247549,18,36,,0
,0,,,15771,,CONC,9KS2,,55,,,55,,,266831,H1,,,0
,0,,,15772,,TURF,9KS3,,100,,,100,,,266832,H1,,,0
,0,,,15773,,TURF,9KS4,,50,,,2600,,,256075,16,34,,0
,0,,,15774,,TURF,9KS5,,70,,,2200,,,251045,17,35,,0
,1,,,15775,,TURF,9KS6,,100,,,2600,225,,252172,16,34,,0
,0,,,15776,,TURF,9KS7,,100,,,2500,,,250094,17,35,,0
,0,,,345614,,CON,9KY1,,40,,,40,,,345615,H1,,,0
,1,,,346057,,CON,9KY2,,40,,,40,,,346060,H1,,,0
,1,,,345658,,ASP,9KY3,,40,,,40,,,345659,H1,,,0
,0,,,346222,,GRS,9KY4,,30,,,650,,,346223,16,34,,0
,1,,,345656,,CON,9KY5,,40,,,40,,,345661,H1,,,0
,0,,,15778,-82.7834,ASPH-G,9KY9,-82.7747,75,124,37.7436,3070,360,,245045,13,31,37.7483,0
,0,,,15780,,TURF,9LA1,,70,,,2600,,,251181,02,20,,0
,0,,,15783,,WOOD,9LA4,,40,,,40,,,266835,H1,,,0
,0,,,15783,,PSP,9LA4,,40,,,40,,,266834,H2,,,0
,0,,,15783,,CONC,9LA4,,40,,,40,,,266833,H3,,,0
,0,,,15784,,CONC,9LA5,,24,,,36,,,266836,H1,,,0
,0,,,15785,,TURF,9LA6,,100,,,2500,,,255310,15,33,,0
,0,,,15787,,ASPH-CONC,9LA8,,200,,,200,281,,266837,H1,,,0
,0,,,15788,,TURF,9LA9,,150,,,2400,,,248650,09,27,,0
,0,,,15789,,TURF,9LL0,,70,,,1500,,,252215,N,S,,0
,1,,,15790,,TURF,9LL2,,100,,,1780,359.5,,256137,E,W,,0
,0,,,15791,,TURF,9LL3,,70,,,2276,,,255645,E,W,,0
,0,,,15792,,TURF,9LL5,,100,,,2200,,,250470,18,36,,0
,0,,,15793,,TURF,9LL7,,150,,,300,303,,266838,H1,,,0
,0,,,15794,,CONC-TURF,9LL8,,100,,,100,181.2,,266839,H1,,,0
,0,,,15795,,TURF,9LL9,,90,,,1791,,,256254,18,36,,0
,0,,,15796,,CONC-TURF,9LS1,,180,,,2500,,,251076,17,35,,0
,0,,,15797,,TURF-F,9LS5,,60,,,2500,,,247435,08,26,,0
,0,,,15798,,TURF,9LS9,,100,,,2360,,,249946,10,28,,0
,0,,,15799,,WATER,9M0,,300,,,5000,,,255293,03,21,,0
,0,,,15799,,WATER,9M0,,300,,,5000,,,255294,09,27,,0
,0,,,15799,,WATER,9M0,,300,,,5000,,,255295,13,31,,0
,0,,,15801,,ASPH,9MA8,,40,,,40,310.6,,266840,H1,,,0
,0,,,15802,,TURF,9MD9,,100,,,1650,,,247063,10,28,,0
,0,,,15803,,CONC,9MI0,,60,,,80,,,266841,H1,,,0
,0,,,15804,,CONC,9MI1,,22,,,22,,,266842,H1,,,0
,1,,,15805,,TURF,9MI2,,80,,,2550,336,,257580,17,35,,0
,0,,,15806,,ASPH,9MI3,,30,,,30,270,,266843,H1,,,0
,0,,,15808,,TURF,9MI5,,100,,,1320,,,246819,E,W,,0
230,0,20,,15809,,TURF,9MI6,,250,,,2500,270,,251023,01,19,,0
210,0,20,,15809,,TURF,9MI6,,100,,,1800,270,,251024,12,30,,0
,0,,,15810,,CONC,9MI7,,20,,,20,,,266844,H1,,,0
,0,,,15811,,CONC,9MI8,,30,,,30,,,266845,H1,,,0
,0,,,15812,,CONC,9MI9,,80,,,150,,,266846,H1,,,0
,0,,,15813,,WATER,9MN0,,200,,,3600,,,246464,03W,21W,,0
,0,,,15814,,TURF,9MN1,,75,,,2100,,,254110,09,27,,0
,0,,,15815,,WATER,9MN2,,500,,,6000,,,246917,10,28,,0
,0,,,15815,,WATER,9MN2,,500,,,12000,,,246918,16,34,,0
,0,,,15816,,TURF-G,9MN3,,50,,,2780,,,250852,17,35,,0
,0,,,15817,,ASPH,9MN4,,45,,,45,333.2,,266847,H1,,,0
,0,,,15818,,TURF,9MN5,,60,,,2000,,,254496,N,S,,0
,0,,,15819,,TURF,9MN6,,75,,,2500,,,257815,09,27,,0
,0,,,15820,,ASPH,9MN7,,45,,,45,352,,266848,H1,,,0
,0,,,15821,,WATER,9MN8,,100,,,4400,,,252967,NE,SW,,0
,0,,,15822,,ASP,9MN9,,50,,,2600,,,325511,06,24,,0
,0,,,15823,,ASPH,9MO0,,30,,,50,,,270806,H1,,,0
,0,,,15824,,CONC,9MO1,,72,,,74,,,270807,H1,,,0
,0,,,15825,,CONC,9MO2,,30,,,30,,,270808,H1,,,0
,0,,,15826,,TURF,9MO3,,50,,,1800,,,248593,01,19,,0
,0,,,15827,,ASPH,9MO4,,25,,,1960,,,256331,N,S,,0
,0,,,15828,,TURF,9MO5,,60,,,2300,,,252124,18,36,,0
,0,,,15829,,TURF,9MO6,,40,,,1800,,,251294,NE,SW,,0
,0,,,15830,,CONC,9MO7,,40,,,40,,,270809,H1,,,0
,0,,,15831,,CONC,9MO8,,50,,,50,,,270810,H1,,,0
,0,,,15832,,GRAVEL,9MO9,,40,,,2800,,,257839,08,26,,0
,0,,,323095,,Turf,9MS9,,75,,,2000,,,323096,18,36,,0
,0,,,15833,,TURF,9MT8,,75,,,2900,,,248324,14,32,,0
,0,,,15834,,TURF,9MT9,,50,,,2500,,,255451,13,31,,0
,0,,,15835,,TURF-G,9N1,,200,,,1340,,,248527,05G,23G,,0
,0,365,,15835,,TURF-G,9N1,,120,,,3058,270,,248528,07,25,,0
,0,,,15836,,WATER-E,9N2,,250,,,9100,,,247064,11,29,,0
,1,,1184,15837,-75.7583,ASPH-G,9N3,-75.7546,50,24,41.5919,2500,204,1203,254425,04,22,41.5856,0
590,1,504,,15838,,TURF-G,9N7,,150,,,3410,225,,247568,10,28,,0
,0,,,15839,,CONC,9NA2,,30,,,30,,,270811,H1,,,0
,0,,,15840,,TURF-P,9NA4,,75,,,2600,,,256191,17,35,,0
,1,,270,15841,-78.4399,ASPH-P,9NC0,-78.4382,36,8,35.8009,3000,213,313,243012,01,19,35.7927,0
,0,,,15842,,CONC,9NC1,,40,,,40,,,266849,H1,,,0
,0,,,15843,,TURF,9NC2,,65,,,2850,,,254778,04,22,,0
,0,,,15844,,TURF,9NC3,,100,,,2650,,,252628,06,24,,0
,0,,,15845,,TURF,9NC4,,40,,,2000,,,253549,18,36,,0
,0,,,15846,,CONC,9NC5,,40,,,40,,,266850,H1,,,0
,0,,,15847,,DIRT,9NC6,,75,,,3200,,,256937,12,30,,0
,0,,,15848,,TURF,9NC7,,80,,,2300,,,253033,12,30,,0
,0,,,15849,,TURF-P,9NC8,,80,,,3800,,,253113,01,19,,0
,0,,,15850,,TURF,9NC9,,50,,,1500,,,256794,09,27,,0
,0,,,15851,,TURF,9ND1,,50,,,2640,,,256536,17,35,,0
,0,,,15852,,TURF,9ND8,,40,,,2100,,,252911,07,25,,0
,0,250,,15853,,TURF,9NE1,,50,,,2600,274.2,,249010,11,29,,0
,0,,,15854,,TURF,9NE2,,80,,,2340,,,251395,17,35,,0
,0,,,15855,,ASPH-P,9NE3,,30,,,2900,,,246815,02,20,,0
600,0,,,15856,,TURF,9NE4,,60,,,2600,224.6,,255411,17,35,,0
,0,,1216,15857,-96.0886,TURF,9NE6,-96.0885,50,0,41.3412,1800,180,1238,246765,18,36,41.3363,0
,0,,,15859,,TURF,9NE8,,100,,,2000,,,248429,12,30,,0
,0,,,15862,,CONC,9NJ1,,20,,,20,,,266851,H1,,,0
,0,,,15863,,CONC,9NJ2,,20,,,20,,,266852,H1,,,0
,0,,,15864,,CONC,9NJ3,,44,,,44,,,266853,H1,,,0
528,1,,,15865,,CONC,9NJ4,,50,,,50,308.3,,266854,H1,,,0
,0,,,15866,,TURF,9NJ5,,150,,,1350,,,248283,11,29,,0
,0,400,,15867,,TURF,9NJ6,,100,,,2400,210,,251073,18,36,,0
,0,,,15869,,TURF,9NJ8,,100,,,1850,,,253535,13,31,,0
,0,,701,344640,-79.1772,Turf,9NR0,-79.1772,45,180,36.2161,1416,0,741,344641,17,35,36.22,0
,0,,,346695,,Turf,9NR4,,50,,,1500,,,346696,3,21,,0
,0,,,45695,,TURF,9NR7,,70,,,2200,,,264536,09,27,,0
,0,,,45696,,TURF,9NR8,,50,,,2780,,,264510,06,24,,0
,1,,,45675,,CONC,9NR9,,60,,,104,5,,264680,H1,,,0
,0,,,15871,,CONC,9NY1,,40,,,40,,,266855,H1,,,0
,0,,,15872,,ASPH,9NY2,,60,,,60,208,,266856,H1,,,0
,0,,,15873,,CONC,9NY3,,100,,,100,,,266857,H1,,,0
,0,,,15873,,CONC,9NY3,,70,,,70,,,266858,H2,,,0
,0,600,,15874,,TURF,9NY4,,90,,,2500,270.1,,249313,12,30,,0
,0,,,15875,,CONC,9NY5,,100,,,150,,,266859,H1,,,0
,0,,,15876,,TURF-GRVL,9NY6,,65,,,1700,,,249386,16,34,,0
,0,,,15877,,TURF,9NY7,,100,,,1800,,,253320,12,30,,0
,0,,,15878,,ASPH,9NY8,,100,,,100,235.9,,266860,H1,,,0
,0,,,15879,,ASPH,9NY9,,50,,,50,332.1,,266861,H1,,,0
,0,,,15880,,TURF,9OA2,,75,,,75,341.3,,266862,H1,,,0
,0,,,15881,,PSP,9OA3,,50,,,2000,,,256270,09,27,,0
,0,,,15882,,TURF,9OA4,,67,,,2200,,,252708,18,36,,0
177,1,189,905,15883,-82.5409,ASPH-G,9OA5,-82.5404,25,3,39.9655,2764,183,914,252129,01,19,39.9579,0
,0,,,15884,,TURF-G,9OA6,,75,,,75,225,,266863,H1,,,0
,0,,,15886,,TURF,9OA8,,50,,,1700,,,252961,E,W,,0
,0,500,,15887,,TURF,9OA9,,45,,,2000,229.1,,249520,09,27,,0
,1,,,328149,,CON,9OG1,,50,,,50,,,328150,H1,H1,,0
,0,,,15888,,TURF,9OH1,,80,,,2500,,,252137,09,27,,0
,0,,,15889,,TURF,9OH2,,40,,,2400,,,253423,E,W,,0
,0,,,15890,,CONC,9OH3,,25,,,25,,,266864,H1,,,0
,0,,,15891,,TURF,9OH4,,60,,,1700,,,257966,E,W,,0
,0,,,15891,,TURF,9OH4,,50,,,970,,,257967,N,S,,0
,0,,,15892,,GRVL,9OH5,,60,,,60,324,,266865,H1,,,0
,0,,,15893,,TURF,9OH6,,70,,,2500,,,250598,E,W,,0
,1,,,15894,,TURF,9OH7,,75,,,2200,0.1,,254830,18,36,,0
,0,,,15895,,TURF,9OH8,,79,,,2300,,,255656,N,S,,0
,0,,,15896,,TURF,9OH9,,100,,,3000,,,257368,09,27,,0
,0,,,15897,,TURF,9OI1,,75,,,100,251.1,,266866,H1,,,0
,0,,,15898,,TURF,9OI3,,75,,,2900,,,252546,09,27,,0
,0,,,15899,,CONC,9OI4,,25,,,25,,,266867,H1,,,0
,0,,,15900,-83.5445,CONC,9OI5,-83.539,72,154.1,40.3038,3500,260,,245295,16,34,40.3124,0
,0,,,15901,,TURF,9OI6,,75,,,2000,,,248724,17,35,,0
,0,,,15902,,TURF,9OI7,,65,,,3150,,,249509,18,36,,0
,0,,,15903,,TURF,9OI8,,60,,,1500,,,248432,17,35,,0
,0,,,15904,,ASPH,9OI9,,60,,,90,360,,266868,H1,,,0
,0,,,15905,,ASPH,9OK0,,100,,,100,,,266869,H1,,,0
,1,,,15906,,CONC,9OK1,,80,,,80,,,266870,H1,,,0
,1,,,15906,,CONC,9OK1,,80,,,80,179,,266871,H2,,,0
,1,,,15906,,CONC,9OK1,,80,,,80,224,,266872,H3,,,0
,1,,,15906,,CONC,9OK1,,80,,,80,315,,266873,H4,,,0
,0,,,15907,,CONC,9OK2,,20,,,20,,,266874,H1,,,0
500,0,400,,15908,,TURF,9OK3,,50,,,2200,270,,256623,04,22,,0
319,0,1000,,15910,,TURF,9OK5,,100,,,2500,225,,246996,16,34,,0
,0,,,15911,,CONC,9OK6,,30,,,30,,,266875,H1,,,0
,0,,,15912,,DIRT,9OK7,,50,,,1500,,,257710,17,35,,0
,0,,,15915,,TURF,9OR0,,40,,,1800,,,252629,16,34,,0
,0,,,15916,,TURF,9OR1,,80,,,3100,,,250825,11,29,,0
,0,,,15917,,CONC,9OR2,,50,,,50,,,266876,H1,,,0
,0,,,15918,,CONC,9OR3,,30,,,30,,,266877,H1,,,0
,0,,,15919,,TURF,9OR4,,36,,,1500,,,255050,12,30,,0
,1,,,15920,,ROOF-TOP,9OR5,,100,,,100,11,,266878,H1,,,0
,0,,,15921,,ASPH-CONC,9OR6,,50,,,50,217,,266879,H1,,,0
,0,,,45726,,CONC,9OR7,,40,,,40,11,,264681,H1,,,0
,0,,,15922,,TURF,9OR8,,60,,,1820,,,248685,16,34,,0
,0,,,15924,,TURF,9PA0,,100,,,2000,,,250224,NE,SW,,0
,0,,,15926,,TURF,9PA2,,75,,,1800,,,257963,E,W,,0
,0,,,15928,,CONC,9PA4,,60,,,60,,,266880,H1,,,0
,0,,,15929,,TURF,9PA5,,200,,,600,,,248744,08,26,,0
,0,,,15930,,TURF,9PA6,,100,,,100,223.9,,266881,H1,,,0
,0,,,15931,,ASPH,9PA7,,35,,,1825,,,249620,09,27,,0
,0,,,15932,,ASPH,9PA8,,40,,,40,206,,266882,H1,,,0
,0,,,15933,,ASPH-CONC,9PA9,,20,,,20,315,,266883,H1,,,0
,0,,,15934,,TURF,9PN1,,100,,,1500,,,247285,16,34,,0
,0,,,45739,,MATS,9PN2,,50,,,52,,,264734,H1,,,0
,0,,,15935,,GRAVEL,9PN5,,90,,,140,316,,266884,H1,,,0
880,0,,,15936,,TURF,9PN6,,300,,,400,330,,266885,H1,,,0
,0,,,15937,,TURF,9PN7,,100,,,2400,,,255811,06,24,,0
,0,,,15938,,TURF,9PN8,,100,,,2000,,,246798,N,S,,0
,0,,,15939,,CONC,9PN9,,30,,,30,,,266886,H1,,,0
3428,0,,,15940,,TURF,9PS0,,60,,,60,315.5,,266887,H1,,,0
,0,,,15941,,CONC,9PS1,,88,,,88,,,266888,H1,,,0
,0,,,15942,,TURF,9PS2,,100,,,2100,,,249403,18,36,,0
,0,,,15943,,ASPH,9PS3,,65,,,65,237.5,,266889,H1,,,0
,0,,,15944,,TURF,9PS4,,150,,,150,309.3,,266890,H1,,,0
,0,,,15945,,MATS,9PS5,,42,,,42,252,,266891,H1,,,0
,0,,,15946,,ASPH-G,9PS6,,20,,,20,219.9,,266892,H1,,,0
,0,,,15947,,TURF-G,9PS7,,85,,,85,358.4,,266893,H1,,,0
,0,,,15948,,TURF-G,9PS8,,100,,,2000,,,254332,06,24,,0
,0,,,15949,,CONC,9PS9,,40,,,40,,,266894,H1,,,0
,0,,,15950,,ASPH-P,9R5,,20,,,2650,,,256286,14L,32R,,0
,0,,,15950,,TURF-GRVL-P,9R5,,60,,,1400,,,256287,14R,32L,,0
,0,,,15951,,CONC,9R7,,200,,,500,,,266895,H1,,,0
,0,,,15952,,TURF-G,9S3,,100,,,2150,,,246650,15,33,,0
,0,,,15953,,TURF-F,9S7,,150,,,2405,,,248156,08,26,,0
,0,,,15954,,TURF,9SD7,,40,,,1500,,,256588,13,31,,0
,0,,,15954,,TURF,9SD7,,40,,,3000,,,256589,17,35,,0
,0,,,15955,,TURF,9SD8,,100,,,2600,,,257400,12,30,,0
,0,,,15956,-96.7101,ASPH,9SD9,-96.7078,70,170,43.8019,3500,267.8,,243429,17,35,43.8114,0
,0,,,15957,,CONC,9TA0,,100,,,100,,,266896,H1,,,0
,0,,,15958,,TURF,9TA1,,90,,,2500,,,254254,E,W,,0
,1,,,15959,-100.307,ASP,9TA2,-100.307,40,180,35.9221,5000,360,,241867,18,36,35.9358,0
,0,,,15960,,TURF,9TA3,,300,,,3000,,,250617,07,25,,0
,0,,,15961,,CONC,9TA4,,60,,,60,,,266897,H1,,,0
,0,,,15962,,CONC,9TA5,,85,,,85,,,266898,H1,,,0
,0,,,15963,,ASPH,9TA6,,45,,,45,323.3,,266899,H1,,,0
,1,,,15964,,CONC,9TA7,,35,,,35,359.6,,266900,H1,,,0
,1,,,15964,,CONC,9TA7,,35,,,35,223.9,,266901,H2,,,0
,0,,,15965,,TURF,9TA8,,60,,,2000,,,250609,15,33,,0
,0,,,15966,,CONC,9TA9,,16,,,41,,,266902,H1,,,0
,0,,,15967,,TURF,9TE0,,80,,,2600,,,253749,17,35,,0
,1,,,15968,,CONC,9TE1,,40,,,40,230,,266903,H1,,,0
,0,,,15968,,CONC,9TE1,,14,,,31,,,266904,H2,,,0
,0,,,15968,,CONC,9TE1,,13,,,35,,,266905,H3,,,0
,0,,,15968,,CONC,9TE1,,19,,,19,,,266906,H4,,,0
,0,,,15968,,CONC,9TE1,,13,,,34,,,266907,H5,,,0
,0,,2344,15969,,Asphalt,9TE2,,80,,,5300,,2327,320655,14,32,,0
,0,,,15970,,DIRT,9TE3,,40,,,2600,,,255714,15,33,,0
,0,,,15971,,WATER,9TE4,,1000,,,10000,,,255732,08W,26W,,0
,0,,,15971,,TURF-GRVL-G,9TE4,,105,,,2300,,,255733,09,27,,0
,0,,,15971,,TURF-GRVL-G,9TE4,,105,,,1800,,,255734,17,35,,0
,0,,,15971,,WATER,9TE4,,4000,,,1900,,,255735,17W,35W,,0
,0,,,15972,,TURF,9TE5,,100,,,2200,,,249611,11,29,,0
,0,,,15972,,CONC,9TE5,,60,,,1650,,,249612,17,35,,0
,0,,,15973,,ASPH-G,9TE6,,50,,,2984,,,257892,18,36,,0
,0,,,45819,,TURF,9TE7,,100,,,2800,,,264609,18,36,,0
,0,,,15974,,CONC,9TE8,,35,,,35,,,266908,H1,,,0
,0,,,15974,,CONC,9TE8,,35,,,35,,,266909,H2,,,0
,0,,,15975,,CONC,9TE9,,150,,,200,,,266910,H1,,,0
,0,,,15975,,CONC,9TE9,,150,,,200,,,266911,H2,,,0
190,1,,,15976,,CONC,9TN0,,50,,,50,277,,266912,H1,,,0
,0,,,15977,,TURF,9TN1,,60,,,2000,,,250082,06,24,,0
395,0,,,15978,-88.2058,TURF,9TN2,-88.2047,50,10,36.1665,1900,1,,240192,01,19,36.1613,0
,0,,,15980,,TURF,9TN4,,80,,,2250,,,248563,09,27,,0
,0,,,15981,,TURF,9TN5,,150,,,1650,,,246473,16,34,,0
,0,,,15982,,ASPH,9TN6,,30,,,30,237.9,,266913,H1,,,0
,0,,,15983,,TURF,9TN7,,60,,,1200,,,246925,09,27,,0
,1,,,15984,,MATS,9TN8,,40,,,40,329.5,,266914,H1,,,0
300,0,,,15985,,TURF,9TN9,,50,,,1500,359.9,,254831,06,24,,0
,0,,,15986,,TURF,9TS0,,100,,,100,180.9,,266915,H1,,,0
,0,,,15987,,CONC,9TS1,,60,,,60,,,266916,H1,,,0
,0,,,15987,,CONC,9TS1,,60,,,60,,,266917,H2,,,0
,0,,,15988,,CONC,9TS2,,20,,,20,,,266918,H1,,,0
,1,,,15989,-95.9677,ASPH,9TS3,-95.9661,25,170,30.1442,3000,187.5,,244373,17,35,30.1523,0
,0,,,15990,,TURF,9TS4,,284,,,329,274,,266919,H1,,,0
,0,,,15991,,CONC,9TS5,,100,,,100,,,266920,H1,,,0
,0,300,,15992,,TURF,9TS6,,80,,,1800,356.9,,250950,17,35,,0
,0,,,15993,,CONC,9TS7,,35,,,35,,,266921,H1,,,0
,0,,,15994,,CONC,9TS8,,37,,,70,,,266922,H1,,,0
,0,,,15995,,ASPH,9TS9,,60,,,60,0.2,,266923,H1,,,0
,0,,,15996,,CONC,9TX0,,40,,,40,,,266924,H1,,,0
80,0,80,,15997,,TURF,9TX1,,80,,,2900,202,,255417,13,31,,0
,0,,,15998,,TURF,9TX2,,50,,,2000,,,253109,04,22,,0
,0,,,15999,,ASPH-DIRT,9TX3,,100,,,2560,,,256893,17,35,,0
,0,,,16000,,TURF,9TX4,,100,,,2100,,,256578,17,35,,0
,0,,1168,16001,-98.5424,DIRT,9TX5,-98.5314,60,104.3,29.7432,3600,316.6,1144,240733,10,28,29.7457,0
,0,,,16002,,TURF,9TX6,,50,,,5000,,,246665,18,36,,0
,0,,,16003,,TURF,9TX7,,150,,,1200,,,247604,18,36,,0
,0,,,16004,,CONC,9TX8,,50,,,50,,,266925,H1,,,0
,0,,,16005,,TURF,9TX9,,90,,,3500,,,255739,06,24,,0
,0,,,16006,,TURF-G,9U1,,78,,,3100,,,257306,01,19,,0
,0,,,16008,,TURF-P,9V2,,300,,,2260,,,255378,01,19,,0
,1,,,16008,,TURF-F,9V2,,280,,,2360,344.3,,255379,14,32,,0
,0,,,16009,,TURF-P,9V3,,50,,,2800,,,252293,12,30,,0
,0,,,16010,,TURF,9VA0,,150,,,3700,,,250542,E,W,,0
,0,,,16011,,TURF,9VA1,,150,,,2200,,,249290,E,W,,0
,0,,,16012,,ASPH,9VA2,,35,,,35,,,270812,H1,,,0
,0,,,16013,,TURF,9VA3,,75,,,1800,,,248190,04,22,,0
,0,,,16014,,TURF,9VA4,,90,,,1550,,,255632,03,21,,0
,1,,,16015,,CONC,9VA5,,165,,,600,,,270813,H1,,,0
,0,,,16017,,CONC,9VA7,,50,,,50,,,270814,H1,,,0
,0,,,16018,,TURF,9VA8,,35,,,35,,,270815,H1,,,0
,0,,,16019,,CONC,9VA9,,30,,,30,,,270816,H1,,,0
,0,,,16020,,TURF-G,9VG,,100,,,3000,,,248836,03,21,,0
,0,,,16020,,TURF-G,9VG,,140,,,1455,,,248837,14,32,,0
,0,,,16021,,TURF,9VG9,,70,,,1500,,,251877,16,34,,0
,0,,,16022,,TURF-F,9W3,,50,,,1500,,,249926,01,19,,0
200,0,476,,16023,,TURF-G,9W8,,100,,,2493,340.4,,254305,10,28,,0
,0,,192,16024,-79.5411,TURF-G,9W9,-79.5351,125,,34.564,2598,,192,247114,05,23,34.5589,0
,0,,,16025,,ASPH,9WA0,,60,,,60,,,270817,H1,,,0
,0,,,16026,,CONC-G,9WA1,,40,,,40,,,270818,H1,,,0
,0,,,16027,,MATS,9WA2,,36,,,36,,,270819,H1,,,0
,0,,,16028,,TURF-DIRT-P,9WA3,,60,,,3750,,,248611,03,21,,0
,0,,,16028,,WATER,9WA3,,100,,,5000,,,248612,04W,22W,,0
,0,,,16029,,GRVL-G,9WA4,,30,,,2100,329.3,,249074,07,25,,0
,0,,,16030,,CONC-G,9WA5,,40,,,40,,,270820,H1,,,0
,0,,670,16031,,CONC,9WA6,,36,,,52,285,,266926,H1,,,0
,0,,,16032,,TURF,9WA7,,100,,,2000,,,254716,16,34,,0
,0,,,16033,,CONC,9WA8,,150,,,150,,,266927,H1,,,0
1199,0,,,16034,,ASPH,9WA9,,100,,,100,200,,266928,H1,,,0
,1,,,16035,,ASP,9WI0,,50,,,50,,,266929,H1,H1,,0
400,0,150,,16036,,TURF,9WI1,,60,,,1500,257,,254813,09,27,,0
,0,,,16037,,TURF,9WI2,,150,,,1500,,,256378,N,S,,0
,0,,,16038,,TURF,9WI3,,50,,,1336,,,247694,N,S,,0
,0,,,16039,,TURF,9WI4,,80,,,2000,,,252046,N,S,,0
,0,,,16040,,TURF,9WI5,,50,,,1700,,,256357,15,33,,0
,0,,,16041,,TURF,9WI6,,100,,,1800,,,255636,08,26,,0
,0,,,16043,,TURF,9WI8,,80,,,2000,,,252885,E,W,,0
,0,,,16044,,TURF,9WI9,,75,,,2500,,,253992,09,27,,0
47,1,1147,750,16045,-88.6839,ASPH-P,9WN1,-88.6839,32,180,44.1008,3403,1.9,,241532,18,36,44.1103,0
770,1,440,,16046,-92.1506,ASPH,9WN2,-92.1417,50,40.5,45.9703,3500,272.5,,244652,04,22,45.9631,0
,0,,,16047,,TURF-P,9WN3,,175,,,1900,,,253197,09,27,,0
,0,,,16047,,TURF-F,9WN3,,295,,,1700,,,253198,18,36,,0
,0,,,16048,,TURF,9WN4,,70,,,2200,,,251377,18,36,,0
,0,,,16049,,TURF-G,9WN5,,105,,,1875,,,246453,09,27,,0
,0,,,16050,,WATER,9WN6,,4000,,,6000,,,252912,ALL,WAY,,0
,0,,,16051,,GRAVEL,9WN9,,40,,,2600,,,250121,18,36,,0
,0,,,45969,,TURF,9WS2,,65,,,2200,,,270821,18,36,,0
,1,,,45938,,CONC,9WY0,,45,,,45,202,,264682,H1,,,0
,0,,165,16052,-95.8328,TURF-F,9X9,-95.8204,100,92,29.9126,3950,272,165,248312,09,27,29.9129,0
,0,,,16053,,TURF,9XS0,,60,,,2000,,,256674,01,19,,0
,0,,,16054,,TURF,9XS1,,100,,,3044,,,246700,06,24,,0
,0,,,16055,,TURF,9XS2,,30,,,1150,,,256907,17,35,,0
,0,,,16056,,TURF,9XS3,,125,,,2750,,,251751,03,21,,0
,0,,,16057,,TURF-G,9XS4,,100,,,1800,,,253289,18,36,,0
,0,,,16058,,DIRT,9XS5,,60,,,3600,,,251125,N,S,,0
,0,,,16059,,ASPH-F,9XS6,,20,,,2900,,,251017,04,22,,0
,0,,,16060,,TURF,9XS7,,65,,,1800,,,247872,04,22,,0
,1,,,16061,,ALUMINUM,9XS8,,40,,,40,315.4,,266930,H1,,,0
,0,,,16062,,TURF,9XS9,,75,,,1800,,,255131,15,33,,0
,1,,,16063,-93.8756,TURF-G,9Y0,-93.8649,150,,47.5588,2531,202,,250379,07,25,47.5575,0
,0,,1230,16064,-94.3771,TURF-G,9Y2,-94.3701,160,,46.3812,2618,,1230,258175,13,31,46.3865,0
,0,,,16065,,WATER,9Y5,,1000,,,6500,,,255506,03,21,,0
,0,,,16065,,WATER,9Y5,,1000,,,6500,,,255507,07,25,,0
,0,,,16065,,WATER,9Y5,,1000,,,4500,,,255508,14,32,,0
,0,,,16066,,TURF-G,9Y7,,260,,,2010,,,249818,09,27,,0
,0,,130,16067,,WATER-E,9Z3,,250,,,2100,269,130,252335,NE,SW,,0
,0,,,16068,,DIRT,9Z7,,50,,,600,,,248302,04,22,,0
,0,,,16068,,DIRT,9Z7,,50,,,800,,,248303,13,31,,0
,1,,,16069,,GRVL-F,9Z8,,59,,,3281,309,,256511,01,19,,0
,0,,,16070,,GRVL-P,9Z9,,50,,,2200,,,247814,15,33,,0
,0,,,16071,,TURF-F,A05,,100,,,4500,,,256139,18,36,,0
,0,,,16072,,GRAVEL-P,A13,,15,,,1000,,,253927,14,32,,0
,0,,,16074,,WATER,A23,,1000,,,10000,,,248097,NW,SE,,0
286,0,,,16075,-120.959,ASPH-P,A26,-120.95,40,,41.1851,2850,313,,257350,09,27,41.1879,0
,0,,,16076,,WATER,A27,,1000,,,2000,,,254113,E,W,,0
500,0,,,16077,-120.146,GRVL-G,A28,-120.147,50,181,41.8715,3660,1,,252358,16,34,41.8815,0
,0,,,16078,,WATER,A29,,200,,,4000,,,246853,NW,SE,,0
,0,,,16079,,WATER,A43,,1000,,,3000,,,257822,NE,SW,,0
1000,0,660,,16080,,TURF-G,A51,,65,,,4230,223.8,,246554,18,36,,0
,0,,,16081,,TURF-F,A57,,12,,,1860,,,255096,06,24,,0
,1,,,16082,,GRAVEL-G,A61,,75,,,3025,1.9,,246475,02,20,,0
